"","code","lat","long","Water.T","pH","Cond","Turb","Chl","Secchi","Alkalinity","Ca","Mg","K","Na","Si","Cl","NO2","NO3","SO4","PO4","TN","TP","DO..","DO","Carbonate","Silicate","DOC","Waterdepth","MaxDepth","Lake_area","Shore_len","Shore_dev","Vol_total","Vol_res","Vol_src","Depth_avg","Dis_avg","Res_time","Slope_100","Wshd_area","Elevation","area_sub.Basin","area_waterbody","MAT","P.season","MAP","T.season","Connectivity","X..aquatic.habitat","Ecoregion","Freshwater.ecoregion","TRI","tri1","lanfdorm","geology","land.cover","HFP2009","Bare.Desert","Barren.Tundra","Cold.Grassland","Cool.Grasses.and.Shrubs","Cool.Southern.Hemisphere.Mixed.Forests","Corn.and.Beans.Cropland","Crops.and.Town","Crops..Grass..Shrubs","Dry.Woody.Scrub","Evergreen.Broadleaf.Forests","Evergreen.Forest.and.Fields","Fields.and.Woody.Savanna","Forest.and.Field","Glacier.Ice","Grass.Crops","Hot.and.Mild.Grasses.and.Shrubs","Inland.Water","Low.Sparse.Grassland","Montane.Tropical.Forests","Rice.Paddy.and.Field","Savanna..Woods.","Sea.Water","Seasonal.Tropical.Forest","Semi.Desert.Shrubs","Shrub.Deciduous","Shrub.Evergreen","Southern.Hemisphere.Mixed.Forest","Succulent.and.Thorn.Scrub","Tropical.Degraded.Forest","Tropical.Rainforest","Upland.Tundra","Urban","Wooded.Wet.Swamp","Woody.Savanna","Barren","Grassland.and.shrubs","Forests","Savanna","Rainforest","Wetland","Agriculture","Crops.and.town","Urban.1","Inland.water","lake_depth_ratio","lake_catch_ratio","catch_vol_ratio","region"
"232","EpNGEO-F_Yahurcch",0.371130241,-78.10163467,20.62,7.78,1045,NA,NA,0.3,NA,14.6,0.67,0.67,1.27,NA,12.2,0,0,0.53,0.018,1.79,0.056,39.4,3.53,NA,NA,NA,NA,7,2.32,6.96,1.29,25.29,NA,3,10.9,0.73,399.3,6.17,23.6,2189,63.5,1.873110056,164,44,602,162,8e-04,0.673530132,"Northwestern Andean montane forests",301,NA,0.134885,2,7,"Semi Desert Shrubs",29.3394661,0,0,7.46,0,0,0,26.82,8.65,0,0,4.21,0,0.09,0,0,2.4,0.13,0,3.94,2.62,9.02,0,0,21.55,0,0.05,0,0,0.54,0.43,6.25,0,0,5.81,0,46.36,8.78,14.83,0.43,0,2.62,26.82,0,0.13,0.212844036697248,0.0983050847457627,0.933175168050613,"Ecuador-Interandean"
"233","EpNGEO-F_Yambo1",-1.104,-78.586,19.66,6.52,3969,NA,NA,0.2,NA,7.85,147,2.46,336,NA,110,0,0.317,687,0,1.18,0.194,7.9,0.71,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611,129.8,0.304883987,143,27,533,668,4e-04,0.185148996,"Eastern Cordillera real montane forests",312,NA,0.337169,4,1,"Semi Desert Shrubs",31.01140785,0,0,7.2,0,0,0,9.32,18.6,0,0,3.88,0,4.22,0,0,14.06,0,0,0,0.24,4,0,0,15.26,0,4.17,0,0,0.4,0,17.02,0.18,0,1.36,0,76.31,8.5,5.36,0,0,0.24,9.32,0.18,0,NA,NA,NA,"Ecuador-Interandean"
"234","EpNGEO-F_Yambo2",-1.104,-78.586,19.66,6.52,3969,NA,NA,NA,NA,7.85,147,2.46,336,NA,110,0,0.317,687,0,1.18,0.194,7.9,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611,129.8,0.304883987,143,27,533,668,4e-04,0.185148996,"Eastern Cordillera real montane forests",312,NA,0.337169,3,1,"Semi Desert Shrubs",31.01140785,0,0,7.2,0,0,0,9.32,18.6,0,0,3.88,0,4.22,0,0,14.06,0,0,0,0.24,4,0,0,15.26,0,4.17,0,0,0.4,0,17.02,0.18,0,1.36,0,76.31,8.5,5.36,0,0,0.24,9.32,0.18,0,NA,NA,NA,"Ecuador-Interandean"
"239","EpNGEO-J_Colta-11",-1.727,-78.759,15.4,NA,1182,NA,NA,0.17,NA,37.6,67.3,26.3,129,NA,18.1,0,0,0,0,1.14,0.218,NA,NA,NA,NA,NA,NA,NA,0.23,2.71,1.59,0.49,NA,3,2.1,0.58,9.7,0.83,22.7,3300,138.6,1.649209976,104,33,902,390,0,0,"Eastern Cordillera real montane forests",312,NA,0.366875,4,7,"Upland Tundra",28,0,0,15.91,0,0,0,0.25,0.44,0,0,0.13,0.11,0.56,0,0,0,0,0,0.36,0,1.46,0,0,7.47,0,7.71,0,0,0,0,63.28,0.18,0,2.13,0,94.81,1.05,3.7,0,0,0,0.25,0.18,0,0.10952380952381,0.0101321585903084,46.3265306122449,"Ecuador-Interandean"
"240","EpNGEO-J_Colta-12",-1.727,-78.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,2.71,1.59,0.49,NA,3,2.1,0.58,9.7,0.83,22.7,3300,138.6,1.649209976,104,33,902,390,0,0,"Eastern Cordillera real montane forests",312,NA,0.366875,4,1,"Upland Tundra",28,0,0,15.91,0,0,0,0.25,0.44,0,0,0.13,0.11,0.56,0,0,0,0,0,0.36,0,1.46,0,0,7.47,0,7.71,0,0,0,0,63.28,0.18,0,2.13,0,94.81,1.05,3.7,0,0,0,0.25,0.18,0,0.10952380952381,0.0101321585903084,46.3265306122449,"Ecuador-Interandean"
"241","EpNGEO-J_Colta-13",-1.727,-78.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,2.71,1.59,0.49,NA,3,2.1,0.58,9.7,0.83,22.7,3300,138.6,1.649209976,104,33,902,390,0,0,"Eastern Cordillera real montane forests",312,NA,0.366875,7,4,"Upland Tundra",28,0,0,15.91,0,0,0,0.25,0.44,0,0,0.13,0.11,0.56,0,0,0,0,0,0.36,0,1.46,0,0,7.47,0,7.71,0,0,0,0,63.28,0.18,0,2.13,0,94.81,1.05,3.7,0,0,0,0.25,0.18,0,0.10952380952381,0.0101321585903084,46.3265306122449,"Ecuador-Interandean"
"242","EpNGEO-J_Colta-21",-1.727,-78.759,15.4,NA,1182,NA,NA,2,NA,35,72.7,24.7,0.58,NA,18.5,0,0,0,0,1.08,0.205,NA,NA,NA,NA,NA,NA,NA,0.23,2.71,1.59,0.49,NA,3,2.1,0.58,9.7,0.83,22.7,3300,138.6,1.649209976,104,33,902,390,0,0,"Eastern Cordillera real montane forests",312,NA,0.366875,1,7,"Upland Tundra",28,0,0,15.91,0,0,0,0.25,0.44,0,0,0.13,0.11,0.56,0,0,0,0,0,0.36,0,1.46,0,0,7.47,0,7.71,0,0,0,0,63.28,0.18,0,2.13,0,94.81,1.05,3.7,0,0,0,0.25,0.18,0,0.10952380952381,0.0101321585903084,46.3265306122449,"Ecuador-Interandean"
"243","EpNGEO-J_Colta-22",-1.727,-78.759,NA,NA,NA,NA,NA,2,NA,35,72.7,24.7,0.58,NA,18.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.23,2.71,1.59,0.49,NA,3,2.1,0.58,9.7,0.83,22.7,3300,138.6,1.649209976,104,33,902,390,0,0,"Eastern Cordillera real montane forests",312,NA,0.366875,7,7,"Upland Tundra",28,0,0,15.91,0,0,0,0.25,0.44,0,0,0.13,0.11,0.56,0,0,0,0,0,0.36,0,1.46,0,0,7.47,0,7.71,0,0,0,0,63.28,0.18,0,2.13,0,94.81,1.05,3.7,0,0,0,0.25,0.18,0,0.10952380952381,0.0101321585903084,46.3265306122449,"Ecuador-Interandean"
"288","EpNGEO-J_Yahurcch1",0.371130241,-78.10163467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,6.96,1.29,25.29,NA,3,10.9,0.73,399.3,6.17,23.6,2189,63.5,1.873110056,164,44,602,162,8e-04,0.673530132,"Northwestern Andean montane forests",301,NA,0.134885,3,1,"Semi Desert Shrubs",29.3394661,0,0,7.46,0,0,0,26.82,8.65,0,0,4.21,0,0.09,0,0,2.4,0.13,0,3.94,2.62,9.02,0,0,21.55,0,0.05,0,0,0.54,0.43,6.25,0,0,5.81,0,46.36,8.78,14.83,0.43,0,2.62,26.82,0,0.13,0.212844036697248,0.0983050847457627,0.933175168050613,"Ecuador-Interandean"
"289","EpNGEO-J_Yahurcch2",0.371130241,-78.10163467,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.32,6.96,1.29,25.29,NA,3,10.9,0.73,399.3,6.17,23.6,2189,63.5,1.873110056,164,44,602,162,8e-04,0.673530132,"Northwestern Andean montane forests",301,NA,0.134885,3,1,"Semi Desert Shrubs",29.3394661,0,0,7.46,0,0,0,26.82,8.65,0,0,4.21,0,0.09,0,0,2.4,0.13,0,3.94,2.62,9.02,0,0,21.55,0,0.05,0,0,0.54,0.43,6.25,0,0,5.81,0,46.36,8.78,14.83,0.43,0,2.62,26.82,0,0.13,0.212844036697248,0.0983050847457627,0.933175168050613,"Ecuador-Interandean"
